cs,en,source,source_id,scheme,sub,theme,placed_by,same_as_count
soupis duší,Parish Family Book,teater,3731,1788,písemnost,Artefact,teater:1788,0
soupis lidu,census,teater,2267,1788,písemnost,Artefact,teater:1788,0
soupis obyvatelstva podle víry,register of subjects according to their faith,teater,2268,1788,písemnost,Artefact,teater:1788,0
součást hrobu,grave component,teater,2310,1788,součást hrobu,Artefact,teater:1788,0
součást oděvu,dress component,teater,2318,1788,součást oděvu,Artefact,teater:1788,0
součást vozu,vehicle component,teater,1914,1788,doprava,Artefact,teater:1788,0
spona,brooch,teater,2330,1788,součást oděvu,Artefact,teater:1788,0
sportovní nářadí,sports equipment,teater,2403,1788,sportovní nářadí,Artefact,teater:1788,0
srp,sickle,teater,2161,1788,nástroj,Artefact,teater:1788,0
stabilní katastr,stable cadastre,teater,2269,1788,písemnost,Artefact,teater:1788,0
starozákonní apokryf,Apocryphal books (Old Testament),teater,2186,1788,písemnost,Artefact,teater:1788,0
statér,stater,teater,2294,1788,platidlo,Artefact,teater:1788,0
stavební keramika,ceramic building material,teater,2353,1788,stavební prvek,Artefact,teater:1788,0
stavební odpad,building waste,teater,1936,1788,ekofakt,Artefact,teater:1788,0
stavební prvek,architectural element,teater,2338,1788,stavební prvek,Artefact,teater:1788,0
stilo,stylus,teater,2139,1788,nástroj,Artefact,teater:1788,0
stola,stola,teater,2331,1788,součást oděvu,Artefact,teater:1788,0
stolní nádobí,tableware,teater,2077,1788,nádoba,Artefact,teater:1788,0
stroj,machine,teater,2406,1788,stroj,Artefact,teater:1788,0
stropní malba,ceiling painting,teater,1872,1788,doklady umění,Artefact,teater:1788,0
struska,slag,teater,1948,1788,ekofakt,Artefact,teater:1788,0
stylobat,stylobate,teater,1808,1788,architektonický článek,Artefact,teater:1788,0
stéla (předmět),stela (object),teater,2317,1788,součást hrobu,Artefact,teater:1788,0
střelná zbraň,ranged weapon,teater,2007,1788,militaria,Artefact,teater:1788,0
střešní krytina,roof tile,teater,2354,1788,stavební prvek,Artefact,teater:1788,0
střešní taška,roof tile,teater,2356,1788,stavební prvek,Artefact,teater:1788,0
střížek,planchet,teater,2300,1788,platidlo,Artefact,teater:1788,0
surovina,raw material,teater,2307,1788,polotovar,Artefact,teater:1788,0
symbolický předmět,symbolic object,teater,2359,1788,symbolický předmět,Artefact,teater:1788,0
tabulka,tablet,teater,2243,1788,písemnost,Artefact,teater:1788,0
talent,talent,teater,2295,1788,platidlo,Artefact,teater:1788,0
technická keramika,technical ceramics,teater,1949,1788,ekofakt,Artefact,teater:1788,0
technika zhotovení,manufacturing method,teater,2018,1788,militaria,Artefact,teater:1788,0
terina,terrine,teater,2078,1788,nádoba,Artefact,teater:1788,0
teslice,adze,teater,2144,1788,nástroj,Artefact,teater:1788,0
tessera,tessera,teater,2301,1788,platidlo,Artefact,teater:1788,0
tesák,bowie knive,teater,2010,1788,militaria,Artefact,teater:1788,0
tetradrachmon,tetradrachmon,teater,2296,1788,platidlo,Artefact,teater:1788,0
thyrsos,thyrsos,teater,2372,1788,symbolický předmět,Artefact,teater:1788,0
tkalcovské závaží,loomweight,teater,2154,1788,nástroj,Artefact,teater:1788,0
tkalcovský stav,loom,teater,2145,1788,nástroj,Artefact,teater:1788,0
toaletní potřeba,toiletry,teater,2146,1788,nástroj,Artefact,teater:1788,0
tolar,taler,teater,2297,1788,platidlo,Artefact,teater:1788,0
torus,torus,teater,1809,1788,architektonický článek,Artefact,teater:1788,0
totem,totem,teater,1822,1788,doklady umění,Artefact,teater:1788,0
toulec,quiver,teater,2011,1788,militaria,Artefact,teater:1788,0
tribón,tribon,teater,2332,1788,součást oděvu,Artefact,teater:1788,0
trigae,triga,teater,1916,1788,doprava,Artefact,teater:1788,0
triglyf,triglyph,teater,1810,1788,architektonický článek,Artefact,teater:1788,0
triptychon,triptych,teater,2248,1788,písemnost,Artefact,teater:1788,0
triéra,trireme,teater,1909,1788,doprava,Artefact,teater:1788,0
trojnožka,tripod,teater,2147,1788,nástroj,Artefact,teater:1788,0
trsátko,plectrum,teater,1846,1788,doklady umění,Artefact,teater:1788,0
trám,beam,teater,2357,1788,stavební prvek,Artefact,teater:1788,0
tuba,tuba,teater,1847,1788,doklady umění,Artefact,teater:1788,0
tunika,tunic,teater,2333,1788,součást oděvu,Artefact,teater:1788,0
tvar nádoby,shape of the vessel,teater,2079,1788,nádoba,Artefact,teater:1788,0
tyglík,crucible,teater,2082,1788,nádoba,Artefact,teater:1788,0
tympanon (architektura),tympanum (architecture),teater,1811,1788,architektonický článek,Artefact,teater:1788,0
tympanon (hudební nástroj),tympanum (musical instrument),teater,1848,1788,doklady umění,Artefact,teater:1788,0
tyčinka,rod,teater,1963,1788,funkčně nespecifikovaný předmět,Artefact,teater:1788,0
těžební odpad,mining waste,teater,1937,1788,ekofakt,Artefact,teater:1788,0
třmen,stirrup,teater,1902,1788,doprava,Artefact,teater:1788,0
ubrousek,napkin,teater,2148,1788,nástroj,Artefact,teater:1788,0
udidlo,bit,teater,1903,1788,doprava,Artefact,teater:1788,0
uhlík,charcoal,teater,1950,1788,ekofakt,Artefact,teater:1788,0
urbář,urbarium,teater,2270,1788,písemnost,Artefact,teater:1788,0
uzda,bridle,teater,1904,1788,doprava,Artefact,teater:1788,0
valoun,cobble,teater,2309,1788,polotovar,Artefact,teater:1788,0
valounová industrie,cobble industry,teater,2108,1788,nástroj,Artefact,teater:1788,0
varhany,organ,teater,1849,1788,doklady umění,Artefact,teater:1788,0
vavřín,laurel,teater,2428,1788,zboží,Artefact,teater:1788,0
vejce,egg,teater,1951,1788,ekofakt,Artefact,teater:1788,0
veraikon,Veronica image,teater,1873,1788,doklady umění,Artefact,teater:1788,0
vlys,frieze,teater,1812,1788,architektonický článek,Artefact,teater:1788,0
vojenská loď,warship,teater,1908,1788,doprava,Artefact,teater:1788,0
vojenská technika,military engineering,teater,1975,1788,militaria,Artefact,teater:1788,0
vojenské řády a vyznamenání,military decoration,teater,2373,1788,symbolický předmět,Artefact,teater:1788,0
voluta (ionský sloup),volute,teater,1813,1788,architektonický článek,Artefact,teater:1788,0
vosková tabulka,wax tablet,teater,2249,1788,písemnost,Artefact,teater:1788,0
vrhací zbraň,throwing weapon,teater,2012,1788,militaria,Artefact,teater:1788,0
vrták,borer,teater,2151,1788,nástroj,Artefact,teater:1788,0
vzor (motiv),pattern,teater,1879,1788,doklady umění,Artefact,teater:1788,0
váha,scale,teater,2149,1788,nástroj,Artefact,teater:1788,0
víno,wine,teater,2429,1788,zboží,Artefact,teater:1788,0
výletní loď,cruise ship,teater,1910,1788,doprava,Artefact,teater:1788,0
výrobní odpad,manufacturing debris,teater,1939,1788,ekofakt,Artefact,teater:1788,0
vědro,bucket,teater,2083,1788,nádoba,Artefact,teater:1788,0
věnec,wreath,teater,2334,1788,součást oděvu,Artefact,teater:1788,0
vůz,cart,teater,1912,1788,doprava,Artefact,teater:1788,0
xoanon,xoanon,teater,1816,1788,doklady umění,Artefact,teater:1788,0
zavazadlo,luggage,teater,2337,1788,součást oděvu,Artefact,teater:1788,0
zboží,trade good,teater,2407,1788,zboží,Artefact,teater:1788,0
zbraň,weapon,teater,1985,1788,militaria,Artefact,teater:1788,0
zbroj,armor,teater,2013,1788,militaria,Artefact,teater:1788,0
zemské desky,reliquiae tabularum terrae,teater,2273,1788,písemnost,Artefact,teater:1788,0
zemědělské nářadí,agricultural implement,teater,2155,1788,nástroj,Artefact,teater:1788,0
zlatka,gulden,teater,2298,1788,platidlo,Artefact,teater:1788,0
zoomorfní nádoba,zoomorphic vessel,teater,2081,1788,nádoba,Artefact,teater:1788,0
zoomorfní plastika,zoomorphic sculpture,teater,1823,1788,doklady umění,Artefact,teater:1788,0
zpovědní seznam,Confessional Registry,teater,3730,1788,písemnost,Artefact,teater:1788,0
zrcadlo,mirror,teater,2165,1788,nástroj,Artefact,teater:1788,0
zrnotěrka,grinding slab,teater,2163,1788,nástroj,Artefact,teater:1788,0
zub,tooth,teater,1952,1788,ekofakt,Artefact,teater:1788,0
zvonek,bell,teater,2166,1788,nástroj,Artefact,teater:1788,0
zvířecí symbolika,animal symbolism,teater,1880,1788,doklady umění,Artefact,teater:1788,0
zámek,lock,teater,2358,1788,stavební prvek,Artefact,teater:1788,0
zápona,strap fitting,teater,2335,1788,součást oděvu,Artefact,teater:1788,0
zásobnice,storage vessel,teater,2084,1788,nádoba,Artefact,teater:1788,0
záušnice,temple ring,teater,2402,1788,šperk,Artefact,teater:1788,0
závaží,weight,teater,2152,1788,nástroj,Artefact,teater:1788,0
závěť,will,teater,2272,1788,písemnost,Artefact,teater:1788,0
účetní materiál,Bookkeeping,teater,3732,1788,písemnost,Artefact,teater:1788,0
úřední kniha,official book,teater,2271,1788,písemnost,Artefact,teater:1788,0
úřední písemnost,official document,teater,2250,1788,písemnost,Artefact,teater:1788,0
úštěp,flake,teater,2308,1788,polotovar,Artefact,teater:1788,0
čelenka,head ornament,teater,2379,1788,šperk,Artefact,teater:1788,0
čepel,blade,teater,2090,1788,nástroj,Artefact,teater:1788,0
čepelka,bladelet,teater,2091,1788,nástroj,Artefact,teater:1788,0
čerpák,kyathos,teater,2036,1788,nádoba,Artefact,teater:1788,0
československá koruna,czechoslovak koruna,teater,2280,1788,platidlo,Artefact,teater:1788,0
činka,dumbbell,teater,2404,1788,sportovní nářadí,Artefact,teater:1788,0
člun,boat,teater,1897,1788,doprava,Artefact,teater:1788,0
řetízek,chain,teater,2401,1788,šperk,Artefact,teater:1788,0
řetěz,chain,teater,2352,1788,stavební prvek,Artefact,teater:1788,0
řezba v kameni,stone carving,teater,1884,1788,doklady umění,Artefact,teater:1788,0
řezba v nefritu,jade carving,teater,1885,1788,doklady umění,Artefact,teater:1788,0
řezba v rohovině,horn carving,teater,1886,1788,doklady umění,Artefact,teater:1788,0
řezba ve slonovině,ivory carving,teater,1887,1788,doklady umění,Artefact,teater:1788,0
řád a vyznamenání,decorations of honor,teater,2371,1788,symbolický předmět,Artefact,teater:1788,0
římsa,geison,teater,1806,1788,architektonický článek,Artefact,teater:1788,0
šachovnice,chessboard,teater,1969,1788,herní předmět,Artefact,teater:1788,0
šachová figurka,chessmen,teater,1968,1788,herní předmět,Artefact,teater:1788,0
šachy,chess,teater,1967,1788,herní předmět,Artefact,teater:1788,0
šavle,sabre,teater,2008,1788,militaria,Artefact,teater:1788,0
šipka,dart,teater,2009,1788,militaria,Artefact,teater:1788,0
školní sešit,exercise book,teater,2242,1788,písemnost,Artefact,teater:1788,0
škrabadlo,end scraper,teater,2141,1788,nástroj,Artefact,teater:1788,0
špendlík,pin,teater,2142,1788,nástroj,Artefact,teater:1788,0
šperk,jewel,teater,2374,1788,šperk,Artefact,teater:1788,0
špičák,pick,teater,2143,1788,nástroj,Artefact,teater:1788,0
štípaná industrie,chipped industry,teater,2107,1788,nástroj,Artefact,teater:1788,0
štít,shield,teater,1973,1788,militaria,Artefact,teater:1788,0
štítová puklice,shield boss,teater,1974,1788,militaria,Artefact,teater:1788,0
šupinová zbroj,scale armour,teater,2022,1788,militaria,Artefact,teater:1788,0
šídlo,awl,teater,2140,1788,nástroj,Artefact,teater:1788,0
žací nůž,reaping knife,teater,2162,1788,nástroj,Artefact,teater:1788,0
žaltář,psalter,teater,2234,1788,písemnost,Artefact,teater:1788,0
železná ruda,iron ore,teater,2306,1788,polotovar,Artefact,teater:1788,0
železný odpad,scrap iron,teater,1940,1788,ekofakt,Artefact,teater:1788,0
žernov,quern,teater,2164,1788,nástroj,Artefact,teater:1788,0
žito,rye,teater,1934,1788,ekofakt,Artefact,teater:1788,0
živočišné makrozbytky,animal remains,teater,1953,1788,ekofakt,Artefact,teater:1788,0
**suborál (paleoklimatologie),Subboreal (paleoclimatology),teater,1068,1050,geologická doba,Chronology,teater:1050,0
acheuléen,Acheulian,teater,1078,1050,periodizace dějin,Chronology,teater:1050,0
andronovská kultura,Andronovo culture,teater,1150,1050,periodizace dějin,Chronology,teater:1050,0
antika,classical antiquity,teater,1259,1050,periodizace dějin,Chronology,teater:1050,0
archeologická periodizace,archaeological periodization,teater,1071,1050,periodizace dějin,Chronology,teater:1050,0
atlantik (paleoklimatologie),Atlantic (paleoclimatology),teater,1066,1050,geologická doba,Chronology,teater:1050,0
aurignacien,aurignacian,teater,1086,1050,periodizace dějin,Chronology,teater:1050,0
badenská kultura,Baden culture,teater,1132,1050,periodizace dějin,Chronology,teater:1050,0
billendorfská kultúra,Billendorf culture,teater,1189,1050,periodizace dějin,Chronology,teater:1050,0
bohunicien,bohunician,teater,1087,1050,periodizace dějin,Chronology,teater:1050,0
boreál (paleoklimatologie),Boreal (paleoclimatology),teater,1065,1050,geologická doba,Chronology,teater:1050,0
bošácká skupina,Bošáca Group,teater,1139,1050,periodizace dějin,Chronology,teater:1050,0
bukovohorská kultura,Bükk culture,teater,1112,1050,periodizace dějin,Chronology,teater:1050,0
butmirská kultura,Butmir culture,teater,1113,1050,periodizace dějin,Chronology,teater:1050,0
bylanská kultura,Bylany culture,teater,1202,1050,periodizace dějin,Chronology,teater:1050,0
chamská kultura,Cham culture,teater,1134,1050,periodizace dějin,Chronology,teater:1050,0
d. halštatská - laténska nesp.,Hallstatt-La Tène period,teater,1198,1050,periodizace dějin,Chronology,teater:1050,0
doba bronzová,bronze age,teater,1148,1050,periodizace dějin,Chronology,teater:1050,0
doba bronzová - halštatská,bronze age-hallstatt,teater,1147,1050,periodizace dějin,Chronology,teater:1050,0
doba halštatská,Hallstatt period,teater,1200,1050,periodizace dějin,Chronology,teater:1050,0
doba hradištní,hillfort period,teater,1239,1050,periodizace dějin,Chronology,teater:1050,0
doba kamenná,stone age,teater,1075,1050,periodizace dějin,Chronology,teater:1050,0
doba laténska,La Tène period,teater,1215,1050,periodizace dějin,Chronology,teater:1050,0
doba laténska - římska,La Tène - Roman period,teater,1214,1050,periodizace dějin,Chronology,teater:1050,0
doba ledová,glacial epoch,teater,1061,1050,geologická doba,Chronology,teater:1050,0
doba meziledová,interglacial period,teater,1062,1050,geologická doba,Chronology,teater:1050,0
doba měděná,Chalcolithic,teater,1119,1050,periodizace dějin,Chronology,teater:1050,0
doba římská,Roman period,teater,1227,1050,periodizace dějin,Chronology,teater:1050,0
doba římská - stěhování národů,roman - migration period,teater,1226,1050,periodizace dějin,Chronology,teater:1050,0
doba železná,Iron age,teater,1199,1050,periodizace dějin,Chronology,teater:1050,0
dobrodzieńská skupina,Dobrodzień group,teater,1233,1050,periodizace dějin,Chronology,teater:1050,0
druhohory,mesozoic,teater,1054,1050,geologická doba,Chronology,teater:1050,0
egejská kultura,Aegean culture,teater,1151,1050,periodizace dějin,Chronology,teater:1050,0
eneolit,eneolithic,teater,1120,1050,periodizace dějin,Chronology,teater:1050,0
epiatlantik (paleoklimatologie),Epi-atlantic (paleoclimatology),teater,1067,1050,geologická doba,Chronology,teater:1050,0
epigravettien,epigravettian,teater,1088,1050,periodizace dějin,Chronology,teater:1050,0
epimagdalenien,epimagdalenian,teater,1096,1050,periodizace dějin,Chronology,teater:1050,0
geologická doba,geological era,teater,1051,1050,geologická doba,Chronology,teater:1050,0
gravettien,gravettian,teater,1089,1050,periodizace dějin,Chronology,teater:1050,0
gávská kultura,Gáva culture,teater,1181,1050,periodizace dějin,Chronology,teater:1050,0
halštatská kultura,Hallstatt culture,teater,1209,1050,periodizace dějin,Chronology,teater:1050,0
halštatská mohylová kultura,Hallstatt tumulus culture,teater,1203,1050,periodizace dějin,Chronology,teater:1050,0
hatvanská kultura,Hatvan Culture,teater,1156,1050,periodizace dějin,Chronology,teater:1050,0
helladská kultura,Helladic period,teater,1152,1050,periodizace dějin,Chronology,teater:1050,0
historiografická periodizace,historiographic periodization,teater,1257,1050,periodizace dějin,Chronology,teater:1050,0
holocén,holocene,teater,1063,1050,geologická doba,Chronology,teater:1050,0
hornodunajská popelnicová pole,Upper Danube Urnfield culture,teater,1177,1050,periodizace dějin,Chronology,teater:1050,0
horákovská kultura,Horákov culture,teater,1204,1050,periodizace dějin,Chronology,teater:1050,0
industriální období,Industrial period,teater,1254,1050,periodizace dějin,Chronology,teater:1050,0
industriální období 1,Industrial period 1,teater,1255,1050,periodizace dějin,Chronology,teater:1050,0
industriální období 2,Industrial Period 2,teater,1256,1050,periodizace dějin,Chronology,teater:1050,0
jastorfská kultura,Jastorf culture,teater,1210,1050,periodizace dějin,Chronology,teater:1050,0
jevišovická kultura,Jevišovice culture,teater,1140,1050,periodizace dějin,Chronology,teater:1050,0
jordanovská kultura,Jordanów culture,teater,1122,1050,periodizace dějin,Chronology,teater:1050,0
jámová kultura,Yamnaya culture,teater,1128,1050,periodizace dějin,Chronology,teater:1050,0
kalenderberská kultura,Kalenderberg culture,teater,1211,1050,periodizace dějin,Chronology,teater:1050,0
kargopolská kultura,Kargopol culture,teater,1157,1050,periodizace dějin,Chronology,teater:1050,0
karpatská mohylová kultura,Carpathian Tumuli culture,teater,1170,1050,periodizace dějin,Chronology,teater:1050,0
karpatská popelnicová pole,Carpathian Urnfield culture,teater,1179,1050,periodizace dějin,Chronology,teater:1050,0
katakombní kultura,Catacomb culture,teater,1135,1050,periodizace dějin,Chronology,teater:1050,0
kenozoikum,cenozoic,teater,1055,1050,geologická doba,Chronology,teater:1050,0
knovízská kultura,Knovíz culture,teater,1178,1050,periodizace dějin,Chronology,teater:1050,0
kobanská kultura,Koban culture,teater,1158,1050,periodizace dějin,Chronology,teater:1050,0
kobylská skupina,Kobyly group,teater,1224,1050,periodizace dějin,Chronology,teater:1050,0
krumlovien,krumlovian,teater,1081,1050,periodizace dějin,Chronology,teater:1050,0
kultura Chłopice-Veselé,Chlopice-Veselé culture,teater,1143,1050,periodizace dějin,Chronology,teater:1050,0
kultura Kosihy-Čaka,Kosihy-Čaka culture,teater,1144,1050,periodizace dějin,Chronology,teater:1050,0
kultura Nuova,Noua culture,teater,1190,1050,periodizace dějin,Chronology,teater:1050,0
kultura Praha-Korčak,Prague-Korchak culture,teater,1245,1050,periodizace dějin,Chronology,teater:1050,0
kultura Retz-Bajč-Křepice,Retz-Bajč-Křepice,teater,1123,1050,periodizace dějin,Chronology,teater:1050,0
kultura Sabatynivka,Sabatinovka culture,teater,1167,1050,periodizace dějin,Chronology,teater:1050,0
kultura Starčevo-Kriš,Starčevo–Körös–Criș culture,teater,1106,1050,periodizace dějin,Chronology,teater:1050,0
kultura billendorfská HaC,Billendorf Culture (HaC),teater,1205,1050,periodizace dějin,Chronology,teater:1050,0
kultura dřevených srubů,Srubnaya culture,teater,1187,1050,periodizace dějin,Chronology,teater:1050,0
kultura kulovitých amfor,Globular Amphora Culture,teater,1136,1050,periodizace dějin,Chronology,teater:1050,0
kultura münchshöfenská,Münchshofen culture,teater,1114,1050,periodizace dějin,Chronology,teater:1050,0
kultura nálevkovitých pohárů,funnel beaker culture,teater,1129,1050,periodizace dějin,Chronology,teater:1050,0
kultura oberlauterbašská,Oberlauterbach culture,teater,1103,1050,periodizace dějin,Chronology,teater:1050,0
kultura pomořanská,Pomeranian culture,teater,1212,1050,periodizace dějin,Chronology,teater:1050,0
kultura potiská,Tisza culture,teater,1117,1050,periodizace dějin,Chronology,teater:1050,0
kultura pražského typu,Prague-type pottery group,teater,1243,1050,periodizace dějin,Chronology,teater:1050,0
kultura s kanelovanou keramikou,cannelated ware culture,teater,1133,1050,periodizace dějin,Chronology,teater:1050,0
kultura s kardiovou keramikou,Cardial culture,teater,1115,1050,periodizace dějin,Chronology,teater:1050,0
kultura s lineární keramikou,linear pottery culture,teater,1104,1050,periodizace dějin,Chronology,teater:1050,0
kultura s moravskou malovanou keramikou,Moravian painted ware culture,teater,1116,1050,periodizace dějin,Chronology,teater:1050,0
kultura s vypíchanou keramikou,stroke pottery culture,teater,1105,1050,periodizace dějin,Chronology,teater:1050,0
kultura se šňůrovou keramikou,corded ware culture,teater,1145,1050,periodizace dějin,Chronology,teater:1050,0
kultura zvoncovitých pohárů,bell beaker culture,teater,1146,1050,periodizace dějin,Chronology,teater:1050,0
kultury popelnicových polí,Urnfield culture,teater,1176,1050,periodizace dějin,Chronology,teater:1050,0
kyjatická kultura,Kyjatice culture,teater,1191,1050,periodizace dějin,Chronology,teater:1050,0
kykladská kultura,Cycladic culture,teater,1154,1050,periodizace dějin,Chronology,teater:1050,0
laténska kultura,La Tène culture,teater,1225,1050,periodizace dějin,Chronology,teater:1050,0
lengyelská kultura,Lengyel culture,teater,1118,1050,periodizace dějin,Chronology,teater:1050,0
lužická kultura,Lusatian culture,teater,1182,1050,periodizace dějin,Chronology,teater:1050,0
magdalénien,magdalenian,teater,1090,1050,periodizace dějin,Chronology,teater:1050,0
majkopská kultura,Maikop culture,teater,1124,1050,periodizace dějin,Chronology,teater:1050,0
maďarovská kultura,Maďarovce culture,teater,1159,1050,periodizace dějin,Chronology,teater:1050,0
mezolit,mesolithic,teater,1099,1050,periodizace dějin,Chronology,teater:1050,0
michelsberská kultura,Michelsberg culture,teater,1125,1050,periodizace dějin,Chronology,teater:1050,0
micoquien,micoquien,teater,1082,1050,periodizace dějin,Chronology,teater:1050,0
milavečská kultura,Milavče culture,teater,1186,1050,periodizace dějin,Chronology,teater:1050,0
minojská kultura,Minoan culture,teater,1155,1050,periodizace dějin,Chronology,teater:1050,0
mladý paleolit,Upper Palaeolithic,teater,1085,1050,periodizace dějin,Chronology,teater:1050,0
mladší / pozdní eneolit,late / final eneolithic,teater,1142,1050,periodizace dějin,Chronology,teater:1050,0
mladší doba bronzová,late bronze age,teater,1175,1050,periodizace dějin,Chronology,teater:1050,0
mladší doba halštatská (HaD2-3),late Hallstatt period (HaD2-3),teater,1208,1050,periodizace dějin,Chronology,teater:1050,0
mladší doba hradištní,late hillfort period,teater,1242,1050,periodizace dějin,Chronology,teater:1050,0
mladší doba stěhování národů,Late migration period,teater,1235,1050,periodizace dějin,Chronology,teater:1050,0
mladší doba římská,late Roman period,teater,1230,1050,periodizace dějin,Chronology,teater:1050,0
mladší eneolit,late eneolithic,teater,1138,1050,periodizace dějin,Chronology,teater:1050,0
mladší/pozdní doba laténská (LtC2-D),late/final La Tène period (LtC2-D),teater,1220,1050,periodizace dějin,Chronology,teater:1050,0
moderní dějiny,late modern period,teater,1265,1050,periodizace dějin,Chronology,teater:1050,0
mohylové kultury,Tumulus culture,teater,1168,1050,periodizace dějin,Chronology,teater:1050,0
moustérien,mousterian,teater,1083,1050,periodizace dějin,Chronology,teater:1050,0
mykénská kultura,Mycenaean civilization,teater,1153,1050,periodizace dějin,Chronology,teater:1050,0
neogén,neogene,teater,1058,1050,geologická doba,Chronology,teater:1050,0
neolit,neolithic,teater,1101,1050,periodizace dějin,Chronology,teater:1050,0
neolit-eneolit,neolithic-eneolithic,teater,1100,1050,periodizace dějin,Chronology,teater:1050,0
nitrianska kultura,Nitra culture,teater,1160,1050,periodizace dějin,Chronology,teater:1050,0
novověk,Modern period,teater,1251,1050,periodizace dějin,Chronology,teater:1050,0
novověk - industriální období,Modern - industrial period,teater,1250,1050,periodizace dějin,Chronology,teater:1050,0
novověk 1,Modern period 1,teater,1252,1050,periodizace dějin,Chronology,teater:1050,0
novověk 2,Modern period 2,teater,1253,1050,periodizace dějin,Chronology,teater:1050,0
nuragská kultura,Nuragic civilization,teater,1161,1050,periodizace dějin,Chronology,teater:1050,0
nynická kultura,Nynice culture,teater,1192,1050,periodizace dějin,Chronology,teater:1050,0
ohrozimský typ,Ohrozim Type,teater,1130,1050,periodizace dějin,Chronology,teater:1050,0
oldovan,Oldowan,teater,1079,1050,periodizace dějin,Chronology,teater:1050,0
ostroměřská skupina,Ostroměř Group,teater,1097,1050,periodizace dějin,Chronology,teater:1050,0
otomanská kultura,Ottomany culture,teater,1162,1050,periodizace dějin,Chronology,teater:1050,0
paleogén,palaeogene,teater,1057,1050,geologická doba,Chronology,teater:1050,0
paleolit,Palaeolithic,teater,1076,1050,periodizace dějin,Chronology,teater:1050,0
paleolit-mezolit,Palaeolithic-Mesolithic,teater,1073,1050,periodizace dějin,Chronology,teater:1050,0
pavlovien,pavlovian,teater,1091,1050,periodizace dějin,Chronology,teater:1050,0
periodizace dějin,periodization in history,teater,1070,1050,periodizace dějin,Chronology,teater:1050,0
piliňská kultura,Piliny culture,teater,1172,1050,periodizace dějin,Chronology,teater:1050,0
platěnická kultura,Platěnice culture,teater,1207,1050,periodizace dějin,Chronology,teater:1050,0
plaňanský typ,Plaňany type,teater,1229,1050,periodizace dějin,Chronology,teater:1050,0
pleistocén,pleistocene,teater,1060,1050,geologická doba,Chronology,teater:1050,0
podmokelská kultura,Podmokly group,teater,1217,1050,periodizace dějin,Chronology,teater:1050,0
podolská kultura,Podolí culture,teater,1193,1050,periodizace dějin,Chronology,teater:1050,0
pozdní doba bronzová,final bronze age,teater,1188,1050,periodizace dějin,Chronology,teater:1050,0
pozdní doba laténská (LtD),final La Tène period (LtD),teater,1223,1050,periodizace dějin,Chronology,teater:1050,0
pozdní paleolit,epipalaeolithic,teater,1095,1050,periodizace dějin,Chronology,teater:1050,0
pozdní středověk,Late Middle Ages,teater,1249,1050,periodizace dějin,Chronology,teater:1050,0
pozdní středověk (historiografie),Late Middle Ages (historiography),teater,1263,1050,periodizace dějin,Chronology,teater:1050,0
prahory,Archean,teater,1052,1050,geologická doba,Chronology,teater:1050,0
pravěk,prehistory,teater,1072,1050,periodizace dějin,Chronology,teater:1050,0
preboreál (paleoklimatologie),Preboreal (paleoclimatology),teater,1064,1050,geologická doba,Chronology,teater:1050,0
protoúnětická kultura,Proto-Únětice culture,teater,1163,1050,periodizace dějin,Chronology,teater:1050,0
prvohory,palaeozoic,teater,1053,1050,geologická doba,Chronology,teater:1050,0
przeworská kultura,Przeworsk culture,teater,1221,1050,periodizace dějin,Chronology,teater:1050,0
púchovská kultura,Púchov culture,teater,1222,1050,periodizace dějin,Chronology,teater:1050,0
raný novověk,early modern period,teater,1264,1050,periodizace dějin,Chronology,teater:1050,0
raný středověk,Early Middle Ages,teater,1238,1050,periodizace dějin,Chronology,teater:1050,0
raný středověk (historiografie),Early Middle Ages (historiography),teater,1261,1050,periodizace dějin,Chronology,teater:1050,0
saská lužická kultura,Saxonian-Lusatian culture,teater,1183,1050,periodizace dějin,Chronology,teater:1050,0
schusseriedská kultura,Schussenried culture,teater,1126,1050,periodizace dějin,Chronology,teater:1050,0
sejmský kulturní okruh,Seima-Turbino phenomenon,teater,1173,1050,periodizace dějin,Chronology,teater:1050,0
skupina Federmesser,Federmesser group,teater,1098,1050,periodizace dějin,Chronology,teater:1050,0
slezskoplatěnická kultura,Silesian-Platěnice culture,teater,1194,1050,periodizace dějin,Chronology,teater:1050,0
slezskoplatěnická kultura HaC-D,Silesian-Platěnice culture (HaC-D),teater,1206,1050,periodizace dějin,Chronology,teater:1050,0
solutréen,solutrean,teater,1092,1050,periodizace dějin,Chronology,teater:1050,0
soudobé dějiny,contemporary history,teater,1266,1050,periodizace dějin,Chronology,teater:1050,0
starověk,ancient history,teater,1258,1050,periodizace dějin,Chronology,teater:1050,0
starší doba bronzová,early bronze age,teater,1149,1050,periodizace dějin,Chronology,teater:1050,0
starší doba halštatská (HaC-D1),early Hallstatt period (HaC-D1),teater,1201,1050,periodizace dějin,Chronology,teater:1050,0
starší doba hradištní,early hillfort period,teater,1240,1050,periodizace dějin,Chronology,teater:1050,0
starší doba stěhování národů,Early migration period,teater,1232,1050,periodizace dějin,Chronology,teater:1050,0
starší doba římská,early Roman period,teater,1228,1050,periodizace dějin,Chronology,teater:1050,0
starší eneolit,early eneolithic,teater,1127,1050,periodizace dějin,Chronology,teater:1050,0
starší neolit,early neolithic,teater,1102,1050,periodizace dějin,Chronology,teater:1050,0
starší paleolit,Lower Palaeolithic,teater,1077,1050,periodizace dějin,Chronology,teater:1050,0
